order_id,customer_id,zip,city,region,unit_price,qty,total,discount_pct,order_date,delivered_days,late,note,weight_kg,subtotal
1510,63,20121,Milano,Lombardia,84.69,2,169.38,5,2025-01-26,5,0,fragile - handle with care,0.986,160.911
1511,77,20121,Milano,Lombardia,75.46,5,377.3,5,2025-02-17,6,0,left at door,2.525,358.435
1512,34,00100,Roma,Lazio,97.27,5,486.35,10,2025-09-21,11,1,left at door,2.588,437.71500000000003
1513,53,00100,Roma,Lazio,5.69,7,39.83,10,2025-01-28,13,1,fragile - handle with care,3.267,35.847
1514,37,20121,Milano,Lombardia,46.37,9,417.33,5,2025-05-03,11,1,none,5.042,396.46349999999995
1515,37,00100,Roma,Lazio,31.96,8,255.68,0,2025-05-25,3,0,none,4.421,255.68
1516,12,00100,Roma,Lazio,15.23,9,137.07,5,2025-05-28,12,1,left at door,3.886,130.2165
1517,46,20121,Milano,Lombardia,74.84,1,74.84,5,2025-02-27,1,0,fragile - handle with care,0.538,71.098
1518,55,20121,Milano,Lombardia,37.42,9,336.78,0,2025-09-18,3,0,call before delivery,3.986,336.78
1519,67,10121,Torino,Piemonte,8.7,4,34.8,0,2025-07-20,2,0,none,1.827,34.8
1520,66,00100,Roma,Lazio,17.69,9,159.21,5,2025-09-07,6,0,left at door,4.634,151.2495
1521,54,10121,Torino,Piemonte,81.57,6,489.42,5,2025-06-08,8,1,none,2.928,464.949
1522,58,80121,Napoli,Campania,62.56,7,437.92,0,2025-11-06,5,0,left at door,3.609,437.92
1523,11,80121,Napoli,Campania,25.43,1,25.43,0,2025-01-09,9,1,left at door,0.447,25.43
1524,35,00100,Roma,Lazio,71.12,1,71.12,10,2025-10-17,14,1,fragile - handle with care,0.552,64.00800000000001
1525,17,20121,Milano,Lombardia,17.39,9,156.51,0,2025-03-30,12,1,call before delivery,3.801,156.51
1526,67,40121,Bologna,Emilia,68.95,4,275.8,10,2025-08-02,7,0,left at door,1.606,248.22000000000003
1527,71,00100,Roma,Lazio,67.23,6,403.38,5,2025-02-25,14,1,call before delivery,2.647,383.211
1528,23,10121,Torino,Piemonte,5.52,8,44.16,0,2025-05-18,9,1,call before delivery,4.004,44.16
1529,45,80121,Napoli,Campania,53.59,5,267.95,0,2025-03-07,6,0,left at door,2.851,267.95
1530,60,40121,Bologna,Emilia,74.0,9,666.0,5,2025-05-02,3,0,none,4.212,632.7
1531,47,00100,Roma,Lazio,77.06,5,385.3,10,2025-12-27,12,1,fragile - handle with care,2.087,346.77
1532,43,20121,Milano,Lombardia,72.04,1,72.04,0,2025-08-20,1,0,none,0.597,72.04
1533,13,00100,Roma,Lazio,89.08,2,178.16,0,2025-07-31,6,0,none,1.073,178.16
1534,79,10121,Torino,Piemonte,76.84,5,384.2,0,2025-03-13,13,1,left at door,2.283,384.2
1535,11,80121,Napoli,Campania,92.59,1,92.59,10,2025-10-12,6,0,fragile - handle with care,0.446,83.331
1536,16,40121,Bologna,Emilia,44.41,8,355.28,5,2025-02-04,9,1,none,3.44,337.51599999999996
1537,18,40121,Bologna,Emilia,8.25,7,57.75,10,2025-05-21,2,0,none,2.956,51.975
1538,15,40121,Bologna,Emilia,22.2,1,22.2,5,2025-03-06,11,1,none,0.544,21.09
1539,26,20121,Milano,Lombardia,32.34,9,291.06,0,2025-03-08,13,1,call before delivery,3.808,291.06
1540,3,80121,Napoli,Campania,8.97,9,80.73,5,2025-08-13,1,0,fragile - handle with care,4.823,76.6935
1541,45,00100,Roma,Lazio,15.28,8,122.24,5,2025-05-03,5,0,fragile - handle with care,3.843,116.128
1542,25,00100,Roma,Lazio,54.28,8,434.24,10,2025-08-15,13,1,fragile - handle with care,4.204,390.81600000000003
1543,30,20121,Milano,Lombardia,28.99,1,28.99,0,2025-09-11,10,1,left at door,0.474,28.99
1544,63,10121,Torino,Piemonte,32.13,5,160.65,0,2025-03-10,8,1,fragile - handle with care,2.117,160.65
1545,54,20121,Milano,Lombardia,75.44,1,75.44,0,2025-05-31,8,1,none,0.4,75.44
1546,47,10121,Torino,Piemonte,86.19,3,258.57,5,2025-05-13,1,0,left at door,1.7,245.6415
1547,35,80121,Napoli,Campania,86.89,5,434.45,0,2025-01-04,14,1,none,2.827,434.45
1548,79,10121,Torino,Piemonte,40.21,5,201.05,5,2025-01-03,6,0,fragile - handle with care,2.13,190.9975
1549,41,10121,Torino,Piemonte,72.41,6,434.46,10,2025-07-22,4,0,call before delivery,2.73,391.014
1550,60,40121,Bologna,Emilia,85.97,6,515.82,10,2025-09-20,9,1,call before delivery,2.946,464.23800000000006
1551,76,00100,Roma,Lazio,19.34,6,116.04,5,2025-07-06,8,1,fragile - handle with care,3.524,110.238
1552,1,80121,Napoli,Campania,24.05,7,168.35,5,2025-04-04,3,0,none,3.314,159.9325
1553,4,80121,Napoli,Campania,66.56,8,532.48,5,2025-09-06,12,1,fragile - handle with care,4.093,505.856
1554,79,00100,Roma,Lazio,30.23,2,60.46,0,2025-08-02,6,0,left at door,0.803,60.46
1555,51,40121,Bologna,Emilia,23.3,9,209.7,0,2025-01-11,3,0,none,3.707,209.7
1556,33,80121,Napoli,Campania,39.91,8,319.28,10,2025-11-10,13,1,call before delivery,4.381,287.352
1557,59,00100,Roma,Lazio,6.52,9,58.68,0,2025-11-21,12,1,left at door,4.523,58.68
1558,23,00100,Roma,Lazio,46.64,7,326.48,0,2025-02-11,14,1,none,2.892,326.48
1559,15,00100,Roma,Lazio,9.49,4,37.96,10,2025-06-18,8,1,none,2.178,34.164
1560,7,80121,Napoli,Campania,28.25,3,84.75,10,2025-10-20,8,1,fragile - handle with care,1.322,76.275
1561,68,10121,Torino,Piemonte,25.67,5,128.35,5,2025-05-12,2,0,none,2.902,121.93249999999999
1562,30,80121,Napoli,Campania,36.3,4,145.2,5,2025-06-26,11,1,left at door,2.39,137.94
1563,10,00100,Roma,Lazio,16.91,9,152.19,0,2025-04-16,14,1,left at door,5.309,152.19
1564,17,40121,Bologna,Emilia,49.76,6,298.56,0,2025-10-22,7,0,call before delivery,2.619,298.56
1565,64,40121,Bologna,Emilia,70.35,7,492.45,0,2025-11-07,6,0,call before delivery,3.629,492.45
1566,30,10121,Torino,Piemonte,37.2,7,260.4,0,2025-08-09,5,0,call before delivery,4.029,260.4
1567,16,40121,Bologna,Emilia,93.08,1,93.08,0,2025-04-07,7,0,call before delivery,0.525,93.08
1568,34,00100,Roma,Lazio,86.68,8,693.44,0,2025-05-30,2,0,left at door,3.308,693.44
1569,34,00100,Roma,Lazio,34.07,9,306.63,10,2025-04-20,11,1,fragile - handle with care,4.07,275.967
1570,27,40121,Bologna,Emilia,8.7,4,34.8,10,2025-01-05,9,1,fragile - handle with care,2.137,31.319999999999997
1571,32,80121,Napoli,Campania,77.98,6,467.88,5,2025-11-22,14,1,call before delivery,2.856,444.486
1572,56,80121,Napoli,Campania,27.8,2,55.6,5,2025-06-21,3,0,fragile - handle with care,0.865,52.82
1573,46,40121,Bologna,Emilia,36.56,2,73.12,10,2025-06-21,4,0,fragile - handle with care,1.026,65.808
1574,26,10121,Torino,Piemonte,60.04,9,540.36,5,2025-11-08,3,0,none,5.136,513.342
1575,51,80121,Napoli,Campania,99.89,4,399.56,0,2025-01-18,2,0,call before delivery,2.144,399.56
1576,61,00100,Roma,Lazio,33.47,8,267.76,5,2025-10-25,9,1,none,3.622,254.37199999999999
1577,4,40121,Bologna,Emilia,49.51,6,297.06,5,2025-02-14,11,1,call before delivery,2.631,282.207
1578,10,10121,Torino,Piemonte,64.61,4,258.44,0,2025-03-26,8,1,fragile - handle with care,1.688,258.44
1579,65,40121,Bologna,Emilia,69.92,6,419.52,0,2025-10-03,10,1,call before delivery,2.73,419.52
1580,5,80121,Napoli,Campania,25.16,3,75.48,10,2025-04-29,1,0,none,1.555,67.932
1581,42,00100,Roma,Lazio,61.56,4,246.24,10,2025-04-29,7,0,fragile - handle with care,2.329,221.616
1582,4,40121,Bologna,Emilia,56.69,6,340.14,0,2025-03-09,2,0,fragile - handle with care,2.722,340.14
1583,73,00100,Roma,Lazio,67.57,7,472.99,0,2025-04-22,10,1,none,3.846,472.99
1584,23,10121,Torino,Piemonte,15.92,4,63.68,5,2025-05-14,6,0,left at door,2.36,60.496
1585,14,00100,Roma,Lazio,17.0,5,85.0,5,2025-04-18,14,1,none,2.366,80.75
1586,35,20121,Milano,Lombardia,97.68,1,97.68,0,2025-12-22,5,0,fragile - handle with care,0.555,97.68
1587,36,80121,Napoli,Campania,83.02,9,747.18,10,2025-12-22,12,1,call before delivery,5.386,672.462
1588,70,10121,Torino,Piemonte,83.62,1,83.62,0,2025-06-25,10,1,call before delivery,0.449,83.62
1589,76,40121,Bologna,Emilia,93.74,8,749.92,10,2025-06-27,8,1,left at door,4.076,674.928
1590,39,80121,Napoli,Campania,96.26,7,673.82,10,2025-03-21,7,0,call before delivery,4.025,606.4380000000001
1591,51,80121,Napoli,Campania,42.38,2,84.76,5,2025-11-23,13,1,fragile - handle with care,0.855,80.522
1592,59,00100,Roma,Lazio,76.64,3,229.92,10,2025-04-03,9,1,none,1.245,206.928
1593,41,20121,Milano,Lombardia,65.95,1,65.95,5,2025-10-18,13,1,none,0.528,62.6525
1594,17,80121,Napoli,Campania,58.19,3,174.57,0,2025-12-15,10,1,left at door,1.556,174.57
1595,38,40121,Bologna,Emilia,69.54,8,556.32,5,2025-10-15,11,1,none,4.651,528.504
1596,49,10121,Torino,Piemonte,35.35,9,318.15,5,2025-06-15,11,1,left at door,4.785,302.24249999999995
1597,73,00100,Roma,Lazio,86.91,6,521.46,0,2025-10-11,2,0,fragile - handle with care,3.488,521.46
1598,26,40121,Bologna,Emilia,43.67,5,218.35,10,2025-11-06,3,0,none,2.522,196.515
1599,1,00100,Roma,Lazio,19.08,9,171.72,0,2025-04-22,8,1,call before delivery,4.727,171.72
